"id","winner","rated","victory_status_class","base_time","add_time","total_time","white_rating","black_rating","rating_dif_abs","rating_dif_class","opening_class","opening_eco_mod","opening_ply"
"1SGOVP73","white",1,1,30,0,30,1146,1208,62,-1,2,220,3
"xsgt90Cv","black",1,1,20,0,20,1216,1310,94,-1,1,120,2
"K3Zp2o2r","black",1,1,9,6,16,1159,1207,48,-1,2,241,5
"KMcOswdd","black",1,0,6,8,11,1152,1198,46,-1,0,0,1
"puASI50e","white",1,1,6,8,9,1188,1163,25,1,1,100,2
"GaltAbYU","white",1,0,8,0,8,1177,1172,5,0,2,241,4
"jtRttvxl","black",1,1,8,8,17,1184,1301,117,-1,2,241,4
"B1PTTC9Q","black",1,0,10,9,23,1099,1176,77,-1,0,0,1
"Vv7lffjh","black",1,1,15,5,18,1185,1231,46,-1,2,244,4
"IzLn528w","white",1,1,15,5,19,1219,1196,23,1,3,302,5
"7JTOQvX9","black",1,1,16,8,26,1374,1179,195,1,2,227,3
"V1xA6qIw","black",1,0,7,12,12,1144,1164,20,-1,2,220,3
"hxkxECEc","white",1,0,15,10,26,1150,1253,103,-1,1,101,2
"gYNJmmEA","black",1,0,10,3,13,1162,1139,23,1,1,100,2
"mzH5Qb2p","white",1,0,10,3,15,1119,1175,56,-1,0,2,1
"OeBcizPR","white",1,1,20,0,20,1302,1183,119,1,0,4,2
"3aVUhcPI","black",1,0,10,3,13,1135,1172,37,-1,0,2,1
"zQ6b9KMq","white",1,1,10,3,13,1147,1185,38,-1,0,2,1
"pbEmTU5y","black",1,1,15,2,20,1190,1410,220,-1,2,244,4
"nM02WXli","white",1,0,8,3,11,1172,1181,9,0,2,244,4
"uizPFjLK","white",1,0,5,8,9,1162,1121,41,1,2,241,6
"nqmVQQKj","black",1,1,5,8,19,1135,1151,16,-1,3,302,4
"hD5qnhj0","black",0,1,5,8,14,1151,1469,318,-1,2,241,4
"mUssK6J4","white",1,1,30,5,35,1368,1156,212,1,2,241,5
"sSuBh0Xz","black",1,0,10,3,13,1169,1144,25,1,2,241,5
"Bg0gVm5B","black",1,0,10,3,12,1155,1147,8,0,2,242,4
"HnoJa38t","black",1,0,10,9,30,1113,1145,32,-1,3,300,3
"g66Av67d","black",1,1,20,0,20,1143,1192,49,-1,1,101,2
"zl3icEvw","white",1,0,12,0,12,1042,1159,117,-1,0,1,3
"Ix7i9R6k","black",0,1,10,3,13,1142,1900,758,-1,1,120,2
"zCA2QmUC","black",1,0,15,10,20,2073,1890,183,1,0,58,9
"Fzgz2cTQ","black",1,0,15,10,20,2056,2062,6,0,1,112,7
"UDhjQ43q","white",1,0,15,10,29,2055,1924,131,1,4,411,8
"NKXud0Au","black",1,0,15,10,24,1865,2049,184,-1,3,343,8
"2Q7IqjpX","white",1,0,15,10,24,2043,1871,172,1,4,415,8
"58AwByNw","white",1,0,10,5,15,2168,2050,118,1,1,119,24
"tQupI0RS","black",1,0,10,5,15,2065,1960,105,1,0,40,2
"q9cxuwVA","black",1,1,10,5,12,1928,2050,122,-1,3,311,7
"u7zSE8Xc","white",1,0,10,5,20,2038,2065,27,-1,4,461,6
"i4IoZw9M","black",1,0,10,5,14,2051,1995,56,1,0,40,2
"vy2nnPTv","white",1,0,10,5,13,1909,2065,156,-1,1,118,8
"FQUA7WH0","black",1,1,10,5,17,2075,2138,63,-1,3,307,6
"wIF6v3Ib","white",1,0,15,10,34,2061,2122,61,-1,3,331,5
"uvGGn5T2","black",1,1,15,10,33,1809,2056,247,-1,1,118,8
"vNfy43Ti","white",1,1,15,10,38,2046,1984,62,1,4,421,8
"QaIz0Hr9","white",1,0,15,10,26,1879,2061,182,-1,1,153,7
"MpVixUtf","white",1,0,15,10,20,2057,1795,262,1,3,320,5
"YwtfYUEd","white",1,0,30,30,99,2042,2058,16,-1,0,35,6
"I9Jctwxa","black",1,0,45,45,92,1902,2037,135,-1,3,317,12
"B8aDJBu1","white",1,0,30,30,56,2022,2162,140,-1,0,15,6
"Ok4j2vRz","white",1,0,30,30,68,2335,2025,310,1,1,123,5
"IcCVMlFb","white",1,0,30,30,58,2013,2035,22,-1,1,101,8
"qyaVBpYO","black",1,0,15,15,24,1727,2012,285,-1,3,311,5
"DBBEJiG9","white",1,0,30,30,38,2008,1744,264,1,0,21,4
"ci4lfmpm","white",1,0,45,45,89,2109,2016,93,1,1,138,11
"QYsM0OI8","white",1,0,30,30,64,2150,2023,127,1,1,127,4
"pzAVflYy","white",0,0,5,8,12,2023,1640,383,1,3,312,8
"9ppfA8EW","white",0,0,5,8,9,2023,1640,383,1,3,345,9
"XBzpi93X","white",1,0,30,30,86,2006,2232,226,-1,4,412,10
"kpxxfUj6","black",1,0,45,45,129,2131,1991,140,1,3,314,12
"yO6pCozM","black",1,0,30,30,49,1650,1988,338,-1,1,112,7
"cGxEv6DP","white",1,0,45,45,86,1979,1913,66,1,2,201,7
"5Z6KGrFi","black",1,0,45,45,122,2097,1960,137,1,1,127,4
"AMLBmMQs","white",1,0,10,0,10,1845,1975,130,-1,1,127,4
"uv4s6Jn6","black",1,0,45,45,82,1984,1964,20,1,3,311,5
"iZw43GLO","white",1,0,45,45,103,1954,1899,55,1,0,10,2
"1WO2BsF6","black",1,0,45,45,82,1962,2080,118,-1,0,70,13
"eBwaiePx","black",1,1,45,45,117,1943,1951,8,0,3,317,12
"RvQ03kYr","black",1,0,45,45,75,1966,1939,27,1,1,121,12
"NmnwGdXq","white",1,0,45,45,79,1926,1982,56,-1,0,28,6
"hYcIxXQ4","white",1,0,8,8,19,1820,1940,120,-1,2,220,3
"cIP5THAR","black",1,0,10,2,11,1867,1932,65,-1,1,134,9
"86PQ0mXa","black",1,1,5,8,12,1860,1922,62,-1,1,121,3
"P8vP3UoS","black",1,0,11,3,13,1937,1805,132,1,0,10,2
"r6Sx9dq5","white",1,1,15,5,22,1930,1807,123,1,0,13,2
"I224fuTb","black",1,0,5,6,12,1848,1921,73,-1,1,136,8
"HnKmMIbC","black",1,0,10,15,11,1815,1688,127,1,0,2,1
"uLdaVUoS","black",0,1,15,15,18,1236,1815,579,-1,0,0,1
"qLPltX2M","white",1,0,8,0,8,1806,1736,70,1,2,264,6
"YMh3txYE","black",1,0,10,0,10,1679,1799,120,-1,1,107,2
"DNpLY94C","white",1,0,10,0,10,1791,1687,104,1,1,132,7
"NBUp7O9o","white",1,0,10,1,11,1816,1801,15,1,1,101,2
"SRgTRQBU","black",1,1,10,10,18,1758,1791,33,-1,1,108,9
"cyKB69VD","white",1,0,8,0,8,1949,1966,17,-1,3,300,3
"Qie3lxGv","black",1,0,15,0,15,1908,1956,48,-1,3,345,9
"UJVdUKTd","white",1,0,15,16,34,1726,1713,13,1,2,210,5
"2DOZTLqL","black",1,0,15,15,42,1841,1712,129,1,1,120,3
"CUOe6J0Z","black",1,0,8,0,8,1721,1773,52,-1,1,140,5
"CQxNnGRr","black",1,1,10,0,10,1737,1582,155,1,1,122,3
"VUAWwHEb","white",1,0,10,0,10,1730,1560,170,1,1,101,6
"3PBfouYm","white",1,1,10,0,10,1836,1739,97,1,2,200,2
"d2kFrY4B","black",1,0,10,0,10,1639,1730,91,-1,3,345,9
"Wzyi8ac3","white",1,0,10,0,10,1725,1537,188,1,2,241,5
"RRjf1gDe","white",1,1,10,0,10,1812,1733,79,1,1,136,8
"lBOJlOt4","black",1,0,10,0,10,1757,1877,120,-1,1,122,3
"3ETITpSv","white",1,1,10,0,10,1742,1897,155,-1,1,130,4
"Nktk0BUI","white",1,0,10,0,10,1795,1751,44,1,1,132,5
"PehOrqFL","black",1,1,10,0,10,1771,1739,32,1,0,0,1
"aQTwdlo7","black",1,0,10,0,10,1727,2084,357,-1,1,123,3
"GIgJ3SIm","black",1,1,10,0,10,1739,1906,167,-1,1,125,4
"G5uZX2RL","black",1,0,10,0,10,1787,1726,61,1,2,207,6
"bMa1XPHg","white",1,0,10,0,10,1446,1739,293,-1,0,45,2
"fWJQvufg","white",1,0,10,0,10,1818,1748,70,1,1,121,3
"5bAnFHaR","white",1,0,10,0,10,1737,1740,3,0,4,476,9
"76CAcPSw","white",1,0,10,0,10,1728,1642,86,1,3,300,8
"DN7gIUU3","black",1,0,10,0,10,1746,1507,239,1,3,385,13
"4pMaTgAB","white",1,0,10,0,10,1903,1752,151,1,0,45,2
"Rjf0u2O5","white",1,1,10,0,10,1694,1763,69,-1,0,80,2
"hpB7qEoP","black",1,1,10,0,10,1761,1857,96,-1,0,46,6
"AJkGuEnc","black",1,1,10,0,10,1770,1853,83,-1,0,45,3
"7oEMq5S0","black",1,0,10,0,10,1805,1758,47,1,0,80,2
"2a5tb7yA","black",1,0,10,0,10,1778,1746,32,1,3,335,6
"NmHgobJP","white",1,0,10,0,10,1735,1725,10,0,0,43,2
"EyW472yN","black",1,1,10,0,10,1739,1980,241,-1,2,254,13
"67oaFvds","white",1,0,10,0,10,1783,1749,34,1,2,200,3
"97p0zDHJ","black",0,0,8,0,8,1859,2417,558,-1,2,259,16
"WQlA78I5","white",1,1,3,8,18,1853,1629,224,1,2,200,4
"lcpnc5mD","white",1,0,30,30,68,2081,1691,390,1,2,251,8
"7Yhtsgii","black",1,0,15,0,15,1967,2074,107,-1,0,70,13
"QYwhRB2n","white",1,1,30,10,36,2072,1964,108,1,2,250,6
"dnMMBVHw","black",0,0,20,10,33,2072,1500,572,1,1,143,9
"Ue749xKk","white",1,0,30,10,40,1904,2089,185,-1,0,70,15
"JWc01uVo","black",1,0,30,10,41,1857,2084,227,-1,1,120,3
"BiSy456f","black",1,0,30,10,47,1814,2080,266,-1,2,250,6
"oc7CBFHc","black",1,0,25,10,30,2037,2070,33,-1,1,122,3
"lagFMYPK","white",1,0,30,10,40,2064,1897,167,1,2,255,6
"SZ2bpMwl","white",1,0,30,10,40,1867,2064,197,-1,0,22,6
"Ns6CgvEV","black",1,0,30,10,47,2077,2011,66,1,2,242,9
"VXOHdRHw","white",1,0,30,10,52,2073,1837,236,1,1,106,2
"faJgT7uS","black",1,0,30,10,36,1848,2068,220,-1,1,121,3
"bR7eSNEo","white",1,1,30,10,38,2065,2068,3,0,1,133,16
"LKE63Fln","black",1,0,30,10,47,1976,2056,80,-1,3,305,9
"oJEaprhr","white",1,0,30,10,40,2051,1810,241,1,2,255,7
"hGwCk7sW","black",0,0,60,60,144,1426,1341,85,1,1,121,3
"MmpwBLIk","white",1,1,10,0,10,1466,1532,66,-1,3,302,4
"2hBcxB5h","black",1,0,15,0,15,997,1500,503,-1,2,202,5
"7GBbEd5W","black",1,0,10,0,10,1515,1879,364,-1,0,0,1
"Mtuuwb4x","white",1,0,10,0,10,1875,1568,307,1,0,43,3
"zHPPTUB1","white",1,0,10,0,10,1859,2004,145,-1,3,326,10
"CxVMX1g4","black",1,0,10,0,10,1862,2199,337,-1,0,84,4
"Euox72jN","white",1,1,10,0,10,1530,1872,342,-1,1,150,4
"ZT8bSrQX","white",1,1,10,0,10,1870,1430,440,1,0,40,2
"HNZeUWN0","black",1,0,10,0,10,1691,1858,167,-1,1,184,12
"5TytpSI3","white",1,1,10,0,10,1855,1615,240,1,3,330,4
"hxWkHHzL","black",0,0,10,0,10,2068,1500,568,1,3,330,4
"1waMIFNE","black",1,0,10,0,10,1910,2060,150,-1,2,207,8
"4q388Xq8","white",1,0,10,0,10,2058,1616,442,1,3,320,4
"u77fOTUg","black",1,0,10,0,10,1693,2055,362,-1,4,415,8
"i4CHzPRj","black",1,0,10,0,10,1273,2054,781,-1,2,202,6
"YsygpBkU","white",1,1,10,0,10,2038,2141,103,-1,0,57,6
"dvespgYu","white",1,0,10,0,10,2034,1747,287,1,4,412,6
"Em887Lxl","white",1,0,10,0,10,1979,2049,70,-1,4,412,6
"cWDFjloh","white",1,0,10,0,10,2014,2023,9,0,3,302,8
"n8uP4P4Z","black",1,0,10,0,10,2094,1997,97,1,2,202,11
"uUQ9P8gi","white",1,1,10,0,10,1996,1403,593,1,4,488,14
"L2xOeIWh","white",1,0,10,0,10,1994,1522,472,1,0,40,2
"OftOFmMQ","white",1,1,10,0,10,1733,2016,283,-1,4,420,6
"Es9iNlZ4","white",1,1,10,0,10,2014,1585,429,1,3,330,7
"mFxS2uIH","black",1,0,10,0,10,1535,2012,477,-1,2,200,3
"nqjoIyv4","white",1,0,10,0,10,2008,1735,273,1,4,481,10
"JUo0BqQd","white",1,0,10,0,10,1646,2031,385,-1,3,335,6
"Gde2BIFV","black",1,0,10,0,10,1913,2020,107,-1,2,200,2
"rSWTF9rs","black",0,0,5,10,10,2173,2240,67,-1,1,192,11
"LABc7BKr","white",1,0,15,5,21,2228,2228,0,0,2,202,9
"7ybUly8t","black",0,0,40,60,108,2078,2228,150,-1,1,120,5
"eNbs0Oew","black",1,1,180,5,192,2069,2223,154,-1,1,150,4
"8Bz5mbbU","black",1,0,10,10,20,2233,2540,307,-1,2,253,9
"HBezD4JG","white",1,0,30,15,47,2229,1947,282,1,1,150,5
"mKvCyQcI","black",1,0,15,15,28,2052,2222,170,-1,1,120,3
"Xn6uTsFu","black",1,0,15,10,22,2164,2212,48,-1,4,410,6
"Rib6UKcT","white",1,0,10,15,44,2207,1993,214,1,1,192,16
"g5AVWcp2","black",1,0,15,15,33,2222,2029,193,1,2,202,12
"5tJDEDVy","white",0,0,20,60,51,2364,2222,142,1,0,15,4
"7jFW2Ewi","black",1,0,12,15,31,2157,2213,56,-1,4,410,6
"XfyJ4tKl","white",1,0,15,5,21,2206,2046,160,1,2,202,11
"9ANH8zPE","black",1,0,5,5,18,2214,2336,122,-1,2,202,11
"lAGvYGnM","white",1,1,10,10,17,2252,2224,28,1,0,45,2
"A5vJqK4g","black",1,0,10,10,21,2136,2215,79,-1,1,191,11
"ypU2jtJR","black",1,0,10,10,17,2277,2201,76,1,0,45,2
"gRo0vrWi","black",1,0,7,14,16,2220,1973,247,1,1,101,4
"v2BASFqN","white",1,1,20,20,50,2215,1998,217,1,1,112,7
"hBKxwzgA","black",0,0,15,10,25,2064,2215,151,-1,1,190,11
"4zLhWCuC","black",0,0,20,60,33,2228,2203,25,1,1,194,11
"6NXSj5et","white",1,1,15,10,34,2228,2203,25,1,0,1,2
"Z0Cx91Uh","black",1,0,10,5,13,2103,2194,91,-1,0,46,6
"2onv9UeF","white",1,0,15,10,25,2207,2206,1,0,4,468,15
"upN6B2c0","white",0,0,10,15,27,2621,2206,415,1,1,190,11
"QYMM5YTe","white",1,0,10,0,10,1803,1542,261,1,2,200,4
"wtTlqj8K","black",1,0,10,8,17,1751,1793,42,-1,0,11,2
"erD6ArRp","black",1,1,15,10,40,1807,1719,88,1,1,121,5
"jnFVqlqv","black",1,1,15,10,22,1728,1798,70,-1,1,110,2
"qJLrjD7k","black",1,1,15,10,25,1812,1714,98,1,0,10,2
"x9Pup3vp","white",1,1,10,0,10,1397,1376,21,1,1,101,4
"AGhOFsth","black",1,0,10,0,10,1490,1474,16,1,2,241,5
"nE4LiSn2","white",1,1,25,10,49,1354,1405,51,-1,1,150,4
"388CvPN6","white",1,1,10,0,10,1503,1494,9,0,2,226,5
"xQhJRz5b","white",0,1,10,15,20,2246,1494,752,1,1,103,10
"lYZ4gqba","black",1,1,10,0,10,1504,1578,74,-1,2,241,5
"7Z1iZqsS","black",1,0,10,0,10,1507,1490,17,1,2,250,8
"UnGRH4NG","white",1,0,10,0,10,1652,1498,154,1,0,0,1
"qkJVE2Qh","black",1,0,10,0,10,1507,1649,142,-1,2,253,7
"cEc0t0GN","black",1,0,10,0,10,1482,1493,11,-1,1,102,4
"8JW7fAys","white",0,0,15,10,20,1493,2108,615,-1,1,100,4
"48uyfjg1","white",1,0,15,15,32,1946,1772,174,1,3,337,7
"M2ZlvyYy","white",1,0,30,30,66,2057,1782,275,1,3,355,13
"9EWYBXrM","black",1,0,10,0,10,1793,1783,10,0,3,394,9
"kVWOIJbl","black",0,0,20,5,23,1793,2227,434,-1,4,461,4
"qEcxGVwG","white",1,0,10,0,10,1783,1781,2,0,4,461,4
"SSOF87RQ","black",1,0,10,0,10,1791,1876,85,-1,3,332,10
"urC8i42C","white",1,1,10,0,10,1877,1799,78,1,3,302,3
"ekR9eykD","black",1,0,30,30,73,1935,1784,151,1,2,207,8
"GrnWAeyW","black",1,0,10,0,10,1795,1798,3,0,0,40,2
"jYFB118e","white",1,1,10,0,10,1794,1806,12,-1,0,13,4
"Bwz5Avk3","black",1,0,10,0,10,1722,1794,72,-1,2,202,8
"TapgVQFc","black",1,0,10,0,10,1784,1783,1,0,2,200,3
"p0cfl7ik","black",1,0,10,0,10,1795,1753,42,1,3,310,4
"vCD5E7Ps","white",0,0,5,60,66,1500,1795,295,-1,2,211,7
"TnJuozQ7","black",1,1,10,0,10,1757,1785,28,-1,0,0,1
"Q7XGscXE","white",1,0,10,0,10,1825,1232,593,1,0,40,2
"soroD8w1","black",1,1,10,0,10,1492,1191,301,1,2,200,3
"js6WMWrw","black",1,0,10,0,10,1419,1151,268,1,0,0,1
"ZlIofOna","black",1,0,10,0,10,1346,1112,234,1,2,202,7
"ueDH6x97","black",1,0,5,5,5,1118,1456,338,-1,1,102,2
"aPKviA0G","black",1,0,8,2,8,1126,1450,324,-1,1,120,2
"NQFasT6b","black",1,0,10,0,10,1154,1147,7,0,2,220,2
"DLYk1BRG","white",1,0,10,0,10,1227,1179,48,1,0,0,1
"r2Tv9299","white",1,0,10,0,10,1507,1188,319,1,1,101,2
"2qL2ZVNH","black",1,0,10,1,10,1196,1547,351,-1,2,220,2
"rcROpusK","white",1,0,5,8,5,1467,1209,258,1,0,40,2
"g2CgIJFH","black",1,0,8,0,8,1226,1431,205,-1,0,0,1
"tl7g5sJb","white",1,0,10,0,10,1362,1252,110,1,1,107,2
"lSvy8nDx","white",1,0,3,8,3,1076,1319,243,-1,2,200,2
"9sOv9BBL","black",1,0,13,0,13,1346,1503,157,-1,2,220,2
"xzBfOhdq","black",1,0,7,5,7,1369,1581,212,-1,0,0,2
"MW1ZjrS9","white",1,0,10,3,10,1567,1400,167,1,1,100,2
"DqTnqTK4","black",1,0,30,0,30,1445,1546,101,-1,0,0,1
"CAkwRTef","white",1,0,15,0,15,1538,1516,22,1,1,100,2
"GLcGuZZa","black",1,0,10,3,10,1630,1556,74,1,0,0,1
"HehthdTm","white",1,0,8,0,8,1834,1709,125,1,2,200,2
"rsEgYfgO","black",1,0,10,0,10,1778,1779,1,0,0,15,4
"KkuTHGO4","white",0,0,60,180,189,1881,1963,82,-1,1,151,5
"Ggcp098y","black",0,0,60,180,129,1963,1881,82,1,2,200,3
"LE8RlKPJ","white",0,0,60,180,81,1963,1881,82,1,0,10,2
"kkwxUmJG","white",0,0,60,180,90,1963,1881,82,1,0,10,2
"iI0Fcm9f","white",0,0,60,180,66,1963,1881,82,1,0,0,2
"pdJ3eEa1","white",0,0,45,45,81,1881,1963,82,-1,1,131,6
"5y4SI10i","white",1,0,15,15,26,1918,1904,14,1,0,81,6
"wOlY8KQr","white",1,1,15,15,33,1881,1800,81,1,1,131,6
"Mg0kYdL6","black",0,1,45,45,72,1973,1881,92,1,2,206,15
"OCMb7o06","white",0,0,45,45,58,1881,1973,92,-1,1,101,6
"WV4oO67F","black",0,0,45,45,70,1973,1881,92,1,0,4,3
"9DNvxhG8","white",0,0,45,45,69,1881,1973,92,-1,1,112,7
"Yn1z7FrL","white",0,0,45,45,68,1973,1881,92,1,2,200,3
"51wccHT4","black",0,0,45,45,46,1973,1881,92,1,0,10,2
"G18GLvIi","white",0,0,45,45,88,1881,1973,92,-1,1,130,5
"hWlmlNVi","black",0,0,45,45,73,1973,1881,92,1,0,10,2
"N9A5P66i","white",0,0,45,45,56,1881,1973,92,-1,1,131,6
"o7W3R1T4","white",1,1,15,15,33,1863,1713,150,1,1,140,5
"dAeQbomk","white",1,1,15,15,28,1839,1765,74,1,1,112,5
"NrfJ2vsk","white",1,0,15,15,29,1810,1749,61,1,2,270,8
"xMXRLL7q","black",0,1,45,45,90,1973,1810,163,1,2,290,17
"TbAp2TC6","black",0,0,45,45,56,1810,1973,163,-1,1,139,14
"91uXkT0d","black",0,0,45,45,86,1973,1810,163,1,2,253,9
"LIbIrgz8","white",0,0,45,45,74,1810,1973,163,-1,1,190,12
"5zbuv4Dw","white",0,0,45,45,53,1973,1810,163,1,2,267,8
"g1wrrh3Z","black",0,0,45,45,66,1810,1973,163,-1,1,130,5
"nKaCYWcw","black",0,0,45,45,74,1973,1810,163,1,0,10,2
"gKEYlkSw","white",0,0,45,45,53,1973,1810,163,1,0,13,2
"mPrLFfZ9","white",0,0,45,45,56,1973,1810,163,1,0,82,4
"6xowZ542","white",0,0,45,45,65,1810,1973,163,-1,4,420,8
"O3OXe0zp","white",0,0,45,45,68,1973,1810,163,1,0,0,1
"cxHT6TdD","white",0,0,45,45,71,1973,1810,163,1,2,206,15
"P30biePF","black",0,0,45,45,68,1973,1810,163,1,2,200,3
"Q0kfSviU","white",0,0,45,45,64,1973,1810,163,1,0,13,3
"16VOi33t","white",0,0,45,45,62,1973,1810,163,1,0,13,2
"PTKdr0fQ","black",1,0,15,15,21,1828,2035,207,-1,2,292,18
"3qzini9E","black",1,0,15,15,26,1900,1774,126,1,2,201,5
"u5JPi9uq","black",1,0,15,15,21,1808,1894,86,-1,2,264,7
"9O53TRBS","white",1,0,15,15,18,1973,1840,133,1,2,217,8
"H7VJQtH3","black",1,1,8,0,8,1892,1770,122,1,0,40,2
"rVgE2Oyd","white",1,0,8,0,8,1884,1784,100,1,0,46,3
"D23xOkDc","black",1,0,8,0,8,1900,1702,198,1,0,40,2
"DPU3gg7I","white",1,0,8,0,8,1888,1918,30,-1,0,49,4
"vArfTUfk","white",1,0,8,0,8,1881,1753,128,1,3,302,4
"E0kPh6JS","white",1,0,8,0,8,1874,1742,132,1,3,302,4
"qLyfzkSs","black",1,0,8,0,8,1888,1780,108,1,3,304,5
"WinICbAV","black",1,0,8,0,8,1904,1740,164,1,3,312,8
"7NWORHxc","white",1,0,8,0,8,1894,1862,32,1,0,40,2
"ttXJm0uE","white",1,0,8,0,8,1888,1700,188,1,3,305,6
"DbzrE93f","black",1,0,8,0,8,1902,1810,92,1,0,40,3
"DEXiRPZK","white",1,0,8,0,8,1892,1861,31,1,0,40,2
"djfGOL6X","white",1,0,8,0,8,1885,1742,143,1,0,40,1
"jiMI9J7p","white",1,0,8,0,8,1877,1780,97,1,3,302,4
"x8D1Y66X","white",1,0,8,0,8,1873,1809,64,1,3,304,5
"d0xEdVHA","white",1,1,8,0,8,1866,1737,129,1,0,40,1
"62wlXOSz","white",1,1,8,0,8,1859,1744,115,1,0,40,1
"BUfDQQDk","black",1,0,8,0,8,1874,1700,174,1,3,302,4
"iUtmGsvi","white",1,0,8,0,8,1865,1823,42,1,0,40,2
"o887Ujjz","black",1,0,8,0,8,1881,1703,178,1,3,302,4
"cS9Ha5IZ","white",1,1,8,0,8,1891,1713,178,1,3,302,3
"Ccectk4p","black",1,0,8,0,8,1905,1803,102,1,3,302,4
"77jQdRcn","white",1,0,8,0,8,1897,1793,104,1,3,302,3
"9Btrr1Rm","white",1,1,8,0,8,1890,1755,135,1,3,304,5
"kV4Yh45C","black",1,1,8,0,8,1903,1842,61,1,0,46,3
"v5dT82aj","black",1,0,8,0,8,1917,1795,122,1,3,302,4
"ebodKAhf","black",1,0,8,0,8,1931,1803,128,1,0,40,2
"oEUQtpar","white",1,1,8,0,8,1926,1736,190,1,0,40,1
"etjt52lL","white",1,0,8,0,8,1918,1823,95,1,0,40,2
"E2a8fP14","white",1,0,8,0,8,1910,1813,97,1,3,302,4
"trSe0dmW","white",1,0,8,0,8,1903,1787,116,1,0,40,2
"qIR8DFZk","white",1,0,8,0,8,1895,1798,97,1,3,302,3
"dVVYTUGO","white",1,0,8,0,8,1888,1765,123,1,3,302,4
"vhNYAqVG","black",1,0,8,0,8,1903,1744,159,1,0,49,4
"dhiV91UC","white",1,0,8,0,8,1897,1730,167,1,3,302,4
"JaRJ8vUV","white",1,1,8,0,8,1890,1768,122,1,3,302,4
"TZQgAj2Z","black",1,1,8,0,8,1905,1745,160,1,3,302,3
"9QOq8kHI","white",1,0,8,0,8,1895,1899,4,0,3,302,3
"jl6WYwGc","black",1,0,8,0,8,1906,1888,18,1,0,80,2
"dLVncZp2","black",1,0,8,0,8,1917,1822,95,1,0,40,2
"BmxCdEtU","white",1,1,8,0,8,1908,1862,46,1,3,302,3
"7ooO85N5","white",1,0,8,0,8,1898,1881,17,1,0,40,2
"zfqxklpo","black",1,0,8,0,8,1909,1914,5,0,0,43,2
"2rmiVY7D","black",1,0,8,0,8,1922,1821,101,1,3,302,3
"refuuxlq","black",1,1,8,0,8,1931,1977,46,-1,0,46,4
"rsqlIzJ9","white",1,0,8,0,8,1922,1872,50,1,3,302,4
"hu1EtuvP","white",1,0,8,0,8,1914,1829,85,1,0,40,2
"leTpE1Fq","black",1,0,10,0,10,1375,1500,125,-1,2,262,6
"YemSINSx","black",0,0,10,25,15,1254,2344,1090,-1,3,343,8
"NPyFrVPh","white",0,0,30,30,41,2454,1254,1200,1,0,6,2
"hYGY8qb0","black",1,1,10,0,10,1087,1096,9,0,2,250,5
"UR9k66dm","white",1,0,10,0,10,1054,1100,46,-1,2,244,5
"TMeuZWYD","black",1,0,10,0,10,1105,1386,281,-1,1,121,3
"5UmXlUHj","white",1,0,10,0,10,1056,1119,63,-1,0,30,2
"bDHMLBEX","white",1,0,10,0,10,1463,1122,341,1,2,265,8
"fzAc6oKG","black",1,0,10,0,10,1124,1573,449,-1,2,241,5
"dK1PGMmL","white",1,0,10,0,10,1572,1126,446,1,2,223,3
"aFGakNvv","black",1,0,10,0,10,1135,1209,74,-1,1,121,3
"WFjG1QkY","black",1,1,10,0,10,1143,1269,126,-1,1,101,2
"aZqn13Vk","white",1,0,10,0,10,1398,1148,250,1,3,330,4
"vLMvZIWl","black",1,0,10,0,10,1158,1196,38,-1,2,246,7
"58T3JRPr","white",1,0,10,0,10,1393,1163,230,1,2,265,8
"2wdpH1th","black",1,1,10,0,10,1172,1286,114,-1,2,246,7
"FsK5cpuw","white",1,0,10,0,10,1068,1188,120,-1,2,246,5
"lKcpwUA0","black",1,0,10,0,10,1207,981,226,1,1,125,4
"SWQcyk7q","black",1,1,10,0,10,1208,1194,14,1,2,244,6
"7l0DF0Fu","black",1,1,10,0,10,1265,1179,86,1,3,300,3
"vDVtyZKN","black",1,0,10,0,10,1189,1245,56,-1,1,100,2
"iaiENhPo","white",1,1,10,0,10,1174,1266,92,-1,2,250,8
"66TlGIhI","white",1,0,10,0,10,1339,1181,158,1,2,220,3
"2lmsZtlR","black",1,1,10,0,10,1191,1265,74,-1,2,240,3
"N6uQZbpH","black",1,1,10,0,10,1351,1172,179,1,3,301,4
"gQ3skeq6","black",1,0,10,0,10,1175,1528,353,-1,1,123,4
"DAFVeEoZ","white",1,1,10,0,10,1539,1178,361,1,2,250,7
"JgU8pbLH","white",1,1,10,0,10,1171,1016,155,1,2,240,3
"C97lw7Ey","white",1,0,10,0,10,1340,1178,162,1,2,264,6
"wFlBkUy9","black",1,0,10,0,10,1180,1586,406,-1,1,125,4
"vf6yrQlD","white",1,0,10,0,10,1563,1183,380,1,2,245,7
"nrAW8Bca","white",1,1,10,0,10,1657,1185,472,1,2,248,8
"GdJr6S8O","white",1,0,10,0,10,1162,1610,448,-1,2,246,7
"JP4jImLq","black",1,0,10,0,10,1163,1641,478,-1,1,120,2
"I3GTqdpV","white",1,0,10,0,10,1336,1154,182,1,3,301,4
"L8zrI5BD","white",1,1,10,0,10,1136,1307,171,-1,2,241,4
"jdF0kLDy","white",1,0,10,0,10,1383,1141,242,1,0,30,2
"vUonYJYn","black",1,0,10,0,10,1140,1129,11,1,2,255,6
