"id","winner","base_time","add_time","total_time","game_class","opening_class","opening_eco_mod","rating_dif","same_elo_band_flag","same_elo_step_flag","white_elo_band","white_castle_turn_limited","white_castle_before_five","white_castle_before_ten","white_castle_before_fifteen","white_checks_limited_count","white_checks_before_five","white_checks_before_ten","white_checks_before_fifteen","white_loss_before_five","white_loss_before_ten","white_loss_before_fifteen","black_elo_band","black_castle_turn_limited","black_castle_before_five","black_castle_before_ten","black_castle_before_fifteen","black_checks_before_five","black_checks_before_ten","black_checks_before_fifteen","black_checks_limited_count","black_loss_before_five","black_loss_before_ten","black_loss_before_fifteen","player_as_white_fav_opening_class","player_as_white_fav_opening_eco","player_white_total_games_count","player_black_total_games_count"
"PXEjteHY","white",10,0,10,1,1,107,-49,1,1,1,9,0,1,1,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,"B","B07",2,9
"NpePYo26","white",10,0,10,1,1,106,347,0,0,3,15,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,3,"B","B06",1,9
"v8hrURkg","white",10,0,10,1,1,100,373,0,0,3,9,0,1,1,3,0,0,1,1,4,4,1,0,0,0,0,0,1,1,1,1,2,5,"B","B00",1,9
"SlppxWlS","white",15,3,17,2,0,40,115,0,1,3,8,0,1,1,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,1,3,"A","A40",1,9
"JfFRsvO5","black",10,5,18,1,2,246,124,1,1,2,11,0,0,1,0,0,0,0,0,1,3,2,6,0,1,1,0,0,0,0,0,1,3,"C","C46",1,1
"BGuWiw29","black",10,0,10,1,2,262,10,1,1,2,4,1,1,1,1,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,1,1,2,"C","C62",1,21
"2sgLprJd","black",10,0,10,1,0,0,-50,1,1,2,NA,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,1,0,0,3,"A","A00",21,2
"LcyoNL7d","black",10,0,10,1,2,260,280,0,0,3,10,0,1,1,0,0,0,0,1,2,2,2,11,0,0,1,0,0,0,0,1,2,2,"C","C60",1,21
"nXusdp68","white",10,0,10,1,2,244,218,0,0,2,11,0,0,1,0,0,0,0,1,2,2,1,10,0,1,1,0,0,1,1,1,2,3,"A","A00",21,1
"B2e3LUas","white",10,0,10,1,0,0,12,1,1,2,0,0,0,0,0,0,0,0,0,1,3,2,10,0,1,1,0,0,1,1,0,1,2,"A","A00",21,1
"dBYHOLtU","black",10,0,10,1,0,0,-167,0,1,2,13,0,0,1,0,0,0,0,0,1,2,3,11,0,0,1,0,0,1,1,0,0,1,"A","A00",21,1
"DB0QztHR","white",10,0,10,1,2,242,84,1,1,2,0,0,0,0,3,1,1,1,1,3,4,2,0,0,0,0,0,1,1,2,2,3,3,"C","C42",2,21
"oa65Z5Gw","white",10,0,10,1,0,0,74,0,1,2,0,0,0,0,0,0,0,0,1,2,4,1,NA,0,0,0,1,1,1,3,1,2,4,"A","A00",21,1
"eEGKiro9","white",8,2,10,1,3,320,186,0,1,3,10,0,1,1,2,0,0,1,1,3,5,2,0,0,0,0,0,1,1,1,0,2,5,"D","D20",2,21
"9GkAji6R","white",8,2,10,1,2,244,-231,0,0,2,14,0,0,1,0,0,0,0,0,1,2,3,11,0,0,1,0,0,0,0,0,1,1,"A","A00",21,2
"Hq0eZEiX","white",10,0,10,1,0,0,-65,1,1,2,10,0,1,1,0,0,0,0,0,0,2,2,10,0,1,1,0,0,0,0,0,0,1,"A","A00",21,1
"MLs0z2BU","white",10,0,10,1,2,241,-11,0,1,1,15,0,0,1,0,0,0,0,0,1,2,2,9,0,1,1,0,0,0,0,0,1,2,"A","A00",21,1
"iHk0OB2t","white",10,0,10,1,2,244,-37,0,1,1,8,0,1,1,0,0,0,0,0,2,4,2,6,0,1,1,0,0,0,0,0,1,5,"A","A00",21,1
"xVPR0JfL","white",10,0,10,1,2,262,-100,1,1,1,4,1,1,1,0,0,0,0,0,2,3,1,NA,0,0,0,0,0,0,0,0,2,3,"C","C62",1,21
"z2esehFi","white",10,0,10,1,2,262,5,1,1,2,4,1,1,1,1,0,1,1,0,1,2,2,14,0,0,1,0,0,0,0,0,1,2,"C","C62",1,21
"5gioAVsM","black",10,0,10,1,2,244,-91,0,1,1,8,0,1,1,0,0,0,0,0,1,4,2,7,0,1,1,0,0,1,1,0,1,4,"C","C44",1,21
"CcoJT5wh","white",10,0,10,1,0,0,60,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,4,"A","A00",21,2
"tCAHCZ6N","black",10,0,10,1,2,241,-28,1,1,1,11,0,0,1,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,1,1,1,"C","C41",2,21
"BjmFCC3C","black",30,0,30,2,2,255,118,1,1,2,6,0,1,1,0,0,0,0,1,3,7,2,7,0,1,1,0,0,0,0,0,1,2,"C","C55",23,1
"ooVLKWzi","black",20,10,32,2,1,140,84,1,1,2,8,0,1,1,0,0,0,0,1,3,5,2,9,0,1,1,1,1,1,2,1,2,2,"C","C55",23,3
"hX3YusUT","white",20,10,28,2,2,278,-120,1,1,2,4,1,1,1,1,0,0,1,0,1,2,2,10,0,1,1,0,0,0,0,0,2,4,"C","C78",3,23
"uhzcC80L","white",20,10,40,2,2,242,100,1,1,2,9,0,1,1,1,0,0,1,1,4,5,2,0,0,0,0,0,0,0,0,1,3,6,"C","C55",23,3
"wcF7VY6S","white",15,10,22,2,2,226,113,0,1,3,5,1,1,1,0,0,0,0,0,1,1,2,13,0,0,1,0,1,1,1,0,1,1,"C","C26",1,23
"Ul10BAcT","black",15,10,34,2,2,226,330,0,0,4,10,0,1,1,2,0,0,1,0,2,2,2,12,0,0,1,0,0,0,0,0,3,3,"C","C26",1,23
"32B9XqgM","white",20,6,25,2,2,277,-46,1,1,2,6,0,1,1,1,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,4,"C","C77",2,23
"xOwN9MkO","white",13,10,23,2,1,120,54,1,1,2,9,0,1,1,1,1,1,1,1,2,2,2,11,0,0,1,0,0,0,0,0,2,2,"C","C55",23,1
"OLTuZ64O","white",10,0,10,1,2,220,186,0,1,3,0,0,0,0,1,0,1,1,1,2,4,2,14,0,0,1,0,0,0,0,1,2,4,"C","C20",1,23
"CfJNZkkN","white",10,0,10,1,1,101,360,0,0,4,7,0,1,1,0,0,0,0,1,3,3,2,12,0,0,1,0,0,0,0,1,3,4,"B","B01",1,23
"QK8gOnp8","white",10,0,10,1,2,265,410,0,0,4,6,0,1,1,0,0,0,0,1,2,3,2,NA,0,0,0,0,0,0,0,1,3,4,"C","C65",1,23
"wHXoMxoJ","black",10,0,10,1,2,253,-489,0,0,2,10,0,1,1,0,0,0,0,0,0,2,4,8,0,1,1,0,0,0,0,0,0,0,"C","C55",23,2
"kKaIvvoW","white",10,0,10,1,2,255,-166,0,1,2,9,0,1,1,2,0,0,1,2,3,3,3,15,0,0,1,0,0,0,0,1,2,4,"C","C55",23,2
"Y8eiCmvb","black",10,0,10,1,2,200,27,1,1,2,7,0,1,1,1,1,1,1,1,1,3,2,0,0,0,0,0,0,1,1,1,1,2,"C","C00",1,23
"DLE1rvQG","white",15,8,30,2,2,265,72,1,1,2,4,1,1,1,1,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,1,2,5,"C","C65",1,23
"ghXEmcPf","black",20,7,25,2,0,20,-323,0,0,2,NA,0,0,0,1,0,1,1,0,1,3,4,NA,0,0,0,0,0,1,1,0,0,2,"C","C55",23,1
"KszuEifx","white",20,2,22,2,2,244,189,0,1,3,7,0,1,1,1,0,0,1,1,3,4,2,NA,0,0,0,0,0,1,1,1,4,5,"C","C44",1,23
"oxceeF8v","white",30,0,30,2,0,0,14,1,1,2,5,1,1,1,1,0,0,1,1,5,5,2,11,0,0,1,0,1,1,1,0,3,3,"C","C55",23,1
"9QOjbO9s","white",1,30,28,0,3,300,5,1,1,2,0,0,0,0,0,0,0,0,0,2,5,2,6,0,1,1,0,0,0,0,0,2,3,"D","D00",1,23
"46DdWftg","white",10,0,10,1,1,101,-29,1,1,2,10,0,1,1,0,0,0,0,1,1,6,2,NA,0,0,0,0,0,1,1,1,1,5,"B","B01",1,21
"bYrYYmOG","black",10,0,10,1,2,250,-279,0,0,2,6,0,1,1,0,0,0,0,0,0,2,4,6,0,1,1,0,0,1,1,0,0,1,"C","B00",21,2
"A56a8gb0","black",10,0,10,1,1,100,14,1,1,2,5,1,1,1,0,0,0,0,0,1,3,2,11,0,0,1,0,0,0,0,0,0,1,"C","B00",21,1
"oRSJ5vSy","black",10,0,10,1,3,300,-284,0,0,1,0,0,0,0,1,0,0,1,0,2,3,2,14,0,0,1,0,1,1,1,0,2,3,"D","D00",2,21
"uxLRJNtB","black",10,0,10,1,3,320,-66,1,1,2,7,0,1,1,0,0,0,0,1,2,3,2,6,0,1,1,1,1,1,1,1,1,4,"D","D20",1,21
"rLUWoK67","black",10,0,10,1,1,122,-519,0,0,2,NA,0,0,0,1,0,1,1,2,4,6,5,NA,0,0,0,0,0,0,0,1,3,5,"C","B00",21,1
"wDtZiFLj","black",10,0,10,1,2,246,-447,0,0,2,11,0,0,1,1,0,1,1,0,3,4,5,11,0,0,1,0,0,0,0,0,3,4,"C","B00",21,1
"NNcoeUsL","white",10,0,10,1,1,121,-101,0,1,2,10,0,1,1,0,0,0,0,1,1,2,3,15,0,0,1,0,0,0,0,1,1,2,"C","B00",21,7
"NgcbSmNq","black",10,0,10,1,0,0,-303,0,0,1,11,0,0,1,0,0,0,0,0,0,1,2,9,0,1,1,0,0,0,0,0,0,1,"A","A00",1,21
"7DVVvOQk","white",10,0,10,1,2,221,-183,0,1,2,7,0,1,1,0,0,0,0,1,2,5,3,0,0,0,0,0,0,0,0,0,0,3,"C","B00",21,2
"DVY3QkXL","white",10,0,10,1,1,101,-203,0,0,1,7,0,1,1,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0,1,1,4,"B","B01",1,21
"tf2SJbxC","black",10,0,10,1,0,0,-371,0,0,0,14,0,0,1,1,0,1,1,0,4,6,2,14,0,0,1,0,1,1,2,0,2,3,"C","A00",50,21
"FuCmTPoz","white",10,0,10,1,1,100,214,0,0,2,NA,0,0,0,1,0,0,1,0,2,4,1,0,0,0,0,0,0,0,0,0,2,4,"C","B00",21,1
"KQtaqC8M","black",10,0,10,1,2,246,79,1,1,2,7,0,1,1,0,0,0,0,0,1,4,2,6,0,1,1,0,0,0,0,0,2,4,"C","B00",21,1
"UzoQUASL","black",10,0,10,1,1,101,28,1,1,2,7,0,1,1,0,0,0,0,1,1,4,2,8,0,1,1,0,0,0,0,1,1,4,"B","B01",1,21
"plwNsGqx","black",10,0,10,1,2,248,-77,0,1,2,8,0,1,1,0,0,0,0,1,2,3,3,7,0,1,1,0,0,0,0,1,2,4,"C","B00",21,1
"qS24uAaJ","black",10,0,10,1,1,101,-134,0,1,2,8,0,1,1,0,0,0,0,1,1,2,3,15,0,0,1,0,0,0,0,2,2,3,"C","B00",21,1
"VNf8MlL5","white",20,0,20,2,3,331,152,1,1,2,NA,0,0,0,1,0,0,1,0,1,5,2,NA,0,0,0,0,0,1,1,0,1,3,"C","B00",21,1
"RQMrQZHE","white",16,0,16,2,3,306,74,0,1,2,10,0,1,1,0,0,0,0,1,3,6,1,11,0,0,1,0,1,1,2,1,2,5,"D","D06",2,42
"UY4XNw3S","white",20,0,20,2,2,250,-132,0,1,1,13,0,0,1,0,0,0,0,0,3,5,2,12,0,0,1,0,0,1,1,0,2,6,"C","C45",42,1
"ysS8wnFb","white",10,4,17,1,2,255,182,0,1,2,8,0,1,1,2,0,1,1,1,1,4,1,8,0,1,1,0,0,0,0,1,3,6,"C","C55",2,42
"Cv6FLuJ2","black",10,5,15,1,2,244,-148,0,1,1,9,0,1,1,1,0,1,1,0,3,4,2,0,0,0,0,0,0,0,0,0,2,3,"C","C45",42,1
"b4KwmBCV","white",15,0,15,2,2,241,110,0,1,2,8,0,1,1,0,0,0,0,0,1,3,1,8,0,1,1,0,0,1,1,0,1,3,"B","B00",3,42
"qbLpjE5V","black",15,5,19,2,2,245,-404,0,0,1,0,0,0,0,0,0,0,0,2,4,6,3,10,0,1,1,0,1,1,5,2,4,5,"C","C45",42,2
"6O6svdvS","white",10,5,18,1,1,132,-134,0,1,1,NA,0,0,0,0,0,0,0,2,3,5,2,8,0,1,1,0,1,1,1,2,3,4,"C","C45",42,1
"jBnwVFzy","black",10,2,14,1,2,220,146,0,1,2,0,0,0,0,0,0,0,0,1,2,5,1,NA,0,0,0,0,0,1,1,1,1,2,"C","C20",2,42
"HNhs3X3o","white",8,8,17,1,3,306,283,0,0,3,10,0,1,1,0,0,0,0,0,0,1,1,9,0,1,1,0,0,0,0,0,0,1,"D","D06",1,42
"RL4sW5DQ","black",10,0,10,1,1,106,-138,0,1,1,6,0,1,1,0,0,0,0,0,1,4,2,5,1,1,1,0,0,0,0,0,1,4,"C","C45",42,1
"jEtcEfVD","black",30,0,30,2,2,241,-181,0,1,1,13,0,0,1,1,0,0,1,1,3,5,2,12,0,0,1,0,0,0,0,1,3,5,"C","C45",42,1
"A852b2bM","black",10,5,13,1,2,245,-72,0,1,1,11,0,0,1,0,0,0,0,1,5,6,2,13,0,0,1,0,1,1,2,1,3,4,"C","C45",42,2
"sPrWC1hf","black",4,8,10,1,2,245,-204,0,0,1,11,0,0,1,1,0,1,1,2,5,5,2,0,0,0,0,0,0,0,0,2,4,4,"C","C45",42,2
"nosmfuY1","black",10,0,10,1,2,242,-304,0,0,1,NA,0,0,0,2,1,1,1,1,3,3,3,0,0,0,0,0,0,0,0,2,4,4,"C","C45",42,1
"tTY1HT3h","black",20,0,20,2,1,101,-105,0,1,1,NA,0,0,0,3,0,1,1,1,3,4,2,0,0,0,0,0,0,1,1,1,3,4,"C","C45",42,1
"4GH4IwxU","white",9,2,13,1,3,302,236,0,0,2,0,0,0,0,0,0,0,0,1,3,4,1,8,0,1,1,0,0,0,0,1,2,3,"D","D02",1,42
"Mg2uGInc","white",12,6,16,2,3,302,158,0,1,2,10,0,1,1,0,0,0,0,0,4,5,1,NA,0,0,0,0,1,1,1,0,3,3,"D","D02",3,42
"MP0BQYg6","white",10,5,14,1,0,0,133,0,1,2,0,0,0,0,1,0,0,1,1,2,6,1,12,0,0,1,0,0,1,1,1,2,6,"A","A00",1,42
"nwnrsKKO","black",10,3,13,1,2,200,-304,0,0,1,NA,0,0,0,2,0,0,1,1,3,5,3,0,0,0,0,0,0,0,0,0,1,3,"C","C45",42,1
"3kM1EpSD","white",15,0,15,2,2,242,70,0,1,2,0,0,0,0,1,0,1,1,1,4,5,1,NA,0,0,0,0,1,1,7,2,3,4,"C","C42",1,42
"vuk7K3I7","white",25,5,29,2,2,220,79,0,1,2,15,0,0,1,2,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,3,"C","C20",2,42
"KwFMbaKY","black",10,5,22,1,2,242,-50,1,1,1,10,0,1,1,2,0,1,1,0,1,4,1,0,0,0,0,0,0,0,0,1,3,3,"C","C42",1,42
"5ejnDnrX","white",10,8,18,1,0,0,165,0,1,2,4,1,1,1,0,0,0,0,0,0,2,1,9,0,1,1,0,0,0,0,0,0,3,"A","A43",2,42
"jkcPugiP","black",15,0,15,2,1,106,53,0,1,2,0,0,0,0,1,0,1,1,1,4,4,1,11,0,0,1,0,1,1,2,0,3,3,"B","B06",1,42
"vTcWT39d","white",19,0,19,2,1,100,200,0,0,1,NA,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,"C","C45",42,1
"5MiJIdjA","white",5,8,21,1,2,220,266,0,0,3,NA,0,0,0,3,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,4,"C","C20",2,42
"14d5BErN","white",10,1,11,1,2,200,-3,1,1,1,14,0,0,1,2,0,0,1,0,1,4,1,12,0,0,1,0,0,0,0,0,0,2,"C","C00",3,42
"zbslpJGG","white",17,2,18,2,0,0,95,0,1,2,0,0,0,0,1,0,0,1,0,1,3,1,4,1,1,1,0,1,1,3,1,2,4,"A","A00",1,42
"QOt4u6SW","white",15,5,19,2,1,125,-146,1,1,5,5,1,1,1,0,0,0,0,0,2,2,5,10,0,1,1,0,0,0,0,0,2,2,"B","B25",1,2
"UnoEgmg8","white",3,8,11,1,0,20,112,0,1,6,15,0,0,1,0,0,0,0,0,0,1,5,7,0,1,1,0,1,1,1,0,0,1,"A","A20",1,2
"YK5ZcQZN","white",10,0,10,1,0,6,130,0,1,2,8,0,1,1,1,0,0,1,0,2,3,1,13,0,0,1,0,0,0,0,0,1,4,"A","A06",2,43
"caYCbMGj","black",10,0,10,1,1,118,-130,0,1,1,7,0,1,1,0,0,0,0,1,2,4,2,11,0,0,1,0,0,0,0,1,2,4,"C","B00",43,2
"iRcnnjzc","black",10,0,10,1,3,300,-57,1,1,1,0,0,0,0,1,1,1,1,0,0,3,1,0,0,0,0,0,1,1,3,1,1,2,"D","D00",1,43
"gaI0Zcjw","black",10,0,10,1,3,301,-701,0,0,1,9,0,1,1,0,0,0,0,0,0,2,5,8,0,1,1,0,0,0,0,0,0,2,"C","B00",43,1
"ZeB3CkfP","white",10,0,10,1,2,245,-617,0,0,1,9,0,1,1,0,0,0,0,2,3,4,4,9,0,1,1,0,0,0,0,2,3,4,"C","B00",43,3
"pxGP8sl7","black",10,0,10,1,1,101,560,0,0,4,6,0,1,1,0,0,0,0,1,1,2,1,NA,0,0,0,1,1,1,2,1,1,1,"B","B01",1,43
"CAyxN1KD","white",10,0,10,1,2,241,-367,0,0,1,8,0,1,1,3,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0,1,3,3,"C","B00",43,1
"SX2Peavt","black",10,0,10,1,3,320,400,0,0,3,0,0,0,0,2,1,1,1,3,4,5,1,10,0,1,1,0,1,1,2,2,3,5,"D","D20",1,43
"r1EtwZtg","black",10,0,10,1,2,245,-785,0,0,1,0,0,0,0,0,0,0,0,1,3,5,5,9,0,1,1,0,0,1,2,1,3,5,"C","B00",43,1
"HV6L0Xol","black",10,0,10,1,2,250,141,1,1,1,11,0,0,1,1,0,1,1,0,1,2,1,15,0,0,1,0,0,0,0,0,1,2,"C","C50",1,43
"G12xtkMQ","white",10,0,10,1,1,100,98,0,1,1,12,0,0,1,0,0,0,0,1,3,6,0,0,0,0,0,0,1,1,1,1,2,4,"C","B00",43,1
"gCDmBGra","white",10,0,10,1,1,100,19,0,1,1,13,0,0,1,3,0,0,1,1,3,5,0,0,0,0,0,1,1,1,2,0,4,6,"C","B00",43,1
"ygdHObZh","black",10,0,10,1,2,220,-5,1,1,1,0,0,0,0,1,1,1,1,1,2,4,1,0,0,0,0,1,1,1,4,2,3,4,"C","B00",43,1
"0K64Spnu","black",10,0,10,1,2,247,152,0,1,1,10,0,1,1,1,0,0,1,1,3,5,0,13,0,0,1,0,1,1,1,0,2,5,"C","C47",1,43
"bMwDnInO","black",10,0,10,1,1,101,105,1,1,0,10,0,1,1,0,0,0,0,1,3,5,0,0,0,0,0,0,1,1,3,1,2,4,"C","B00",43,1
"9JB3Zqlw","white",10,0,10,1,3,330,-51,0,1,0,0,0,0,0,1,0,1,1,1,3,7,1,NA,0,0,0,0,0,1,1,1,2,4,"C","B00",43,2
"wnk24d3i","black",10,0,10,1,2,220,0,1,1,0,0,0,0,0,2,0,0,1,1,3,6,0,0,0,0,0,0,1,1,2,0,0,2,"C","C20",1,43
"01pjlD76","black",10,0,10,1,3,320,-286,0,0,0,9,0,1,1,0,0,0,0,1,3,5,2,0,0,0,0,0,1,1,1,0,2,4,"C","B00",43,1
"OA46mDa6","black",10,0,10,1,1,110,-178,0,1,0,12,0,0,1,3,1,1,1,0,3,4,1,NA,0,0,0,0,0,0,0,0,3,3,"C","B00",43,1
"KHwnlksj","white",10,0,10,1,2,202,188,0,1,1,NA,0,0,0,3,1,1,1,0,2,2,0,NA,0,0,0,1,1,1,1,0,2,4,"C","C02",1,43
"A1nXT89m","black",10,0,10,1,0,0,-80,1,1,0,NA,0,0,0,0,0,0,0,0,0,3,0,8,0,1,1,0,0,0,0,0,0,3,"A","A00",1,43
"Sp3z1Iml","white",10,0,10,1,2,226,39,1,1,0,7,0,1,1,0,0,0,0,0,2,4,0,5,1,1,1,0,0,0,0,0,2,5,"C","C26",1,43
"5TuwXgz7","black",10,0,10,1,2,260,-37,1,1,0,7,0,1,1,1,0,1,1,1,1,3,0,10,0,1,1,0,0,0,0,2,5,6,"B","B02",4,43
"2jY8zS75","black",10,0,10,1,2,220,65,1,1,0,8,0,1,1,1,0,0,1,2,5,6,0,15,0,0,1,0,1,1,1,1,2,3,"C","B00",43,4
"bPWCbvPW","white",10,0,10,1,1,102,-95,1,1,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0,0,1,1,4,1,2,3,"B","B02",4,43
"1cQzTDJW","black",10,0,10,1,1,102,-82,1,1,0,NA,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,1,0,1,2,"B","B02",4,43
"BxCTJKtA","white",10,0,10,1,0,40,-51,0,1,0,12,0,0,1,1,0,1,1,1,3,5,1,11,0,0,1,0,0,0,0,1,2,3,"C","B00",43,2
"xSDtl8vK","black",10,0,10,1,0,40,99,0,1,1,NA,0,0,0,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,2,4,"A","A40",1,43
"GDlBhPle","white",10,0,10,1,1,100,158,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,2,"B","B00",1,43
"EK0L0K5t","black",10,0,10,1,3,310,-269,0,0,0,0,0,0,0,0,0,0,0,1,3,6,2,NA,0,0,0,0,0,1,2,1,2,5,"C","B00",43,1
"KMzh8s6L","black",10,0,10,1,0,40,-137,0,1,0,0,0,0,0,1,0,0,1,0,3,3,1,11,0,0,1,0,1,1,1,0,4,4,"C","B00",43,1
"iP4AgQoO","black",5,10,17,1,3,330,-178,0,1,3,NA,0,0,0,1,0,1,1,1,2,4,4,9,0,1,1,0,0,1,3,0,2,3,"D","D30",1,5
"6VrkoAh8","white",10,0,10,1,2,265,-87,0,1,3,5,1,1,1,0,0,0,0,0,3,5,4,7,0,1,1,0,0,0,0,0,2,4,"C","C65",1,5
"47xEFe4o","white",15,0,15,2,2,262,123,1,1,4,10,0,1,1,0,0,0,0,0,1,3,4,NA,0,0,0,0,0,0,0,0,1,3,"C","C62",1,5
"ktYCKQ1b","white",10,0,10,1,2,244,10,1,1,4,9,0,1,1,0,0,0,0,2,3,6,4,8,0,1,1,0,1,1,2,1,3,5,"C","C24",4,5
"l0XkxokG","white",15,10,41,2,2,269,139,0,1,4,5,1,1,1,0,0,0,0,1,2,4,3,11,0,0,1,0,0,0,0,1,2,4,"C","C69",5,1
"syvfkVb9","black",10,0,10,1,3,304,58,1,1,4,11,0,0,1,0,0,0,0,0,1,2,4,6,0,1,1,0,0,0,0,1,2,3,"D","D04",2,11
"flmp87O4","white",10,0,10,1,2,202,-123,1,1,4,0,0,0,0,0,0,0,0,0,1,1,4,12,0,0,1,0,0,0,0,0,1,1,"C","C02",11,2
"S4lfEw4M","black",15,15,26,2,2,201,-22,1,1,3,13,0,0,1,0,0,0,0,1,1,4,3,7,0,1,1,0,0,1,1,1,1,2,"C","C01",2,11
"Co1hUpwB","black",15,15,26,2,0,0,-302,0,0,2,0,0,0,0,2,1,1,1,0,2,6,3,0,0,0,0,0,1,1,4,0,2,4,"A","A00",5,11
"2vLEf1gv","white",15,15,24,2,2,200,211,0,0,3,8,0,1,1,3,0,0,1,1,2,3,2,0,0,0,0,1,1,1,1,1,2,4,"C","C02",11,5
"zAx246mI","black",15,15,28,2,0,0,-157,0,1,2,0,0,0,0,1,0,1,1,0,2,2,3,0,0,0,0,0,0,0,0,0,4,5,"A","A00",5,11
"fXXRphIf","white",15,15,30,2,2,255,219,0,0,3,11,0,0,1,0,0,0,0,2,4,4,1,14,0,0,1,0,0,0,0,1,4,4,"C","C02",11,1
"9z5Rn4t5","black",10,0,10,1,2,246,-103,1,1,1,NA,0,0,0,0,0,0,0,1,3,6,1,NA,0,0,0,0,0,0,0,0,2,4,"C","C20",24,1
"vp2hfyqH","white",15,0,15,2,4,410,316,0,0,2,0,0,0,0,1,0,0,1,1,2,2,0,0,0,0,0,0,0,1,1,1,2,4,"E","E10",2,24
"xIypHzdf","black",20,0,20,2,2,220,-498,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,1,0,0,2,"C","C20",24,5
"JG9s05f2","black",20,15,31,2,2,223,-15,1,1,0,10,0,1,1,1,0,1,1,0,3,4,0,0,0,0,0,0,0,0,0,0,3,5,"C","C23",3,24
"iQNaVW2i","white",20,15,34,2,1,100,-53,1,1,0,7,0,1,1,0,0,0,0,0,0,4,0,4,1,1,1,0,0,0,0,0,0,4,"C","C20",24,3
"ripuN8M8","black",20,15,37,2,1,110,-805,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,4,12,0,0,1,0,0,0,0,0,0,1,"C","C20",24,2
"uWd6DIYJ","black",30,0,30,2,2,220,-534,0,0,0,5,1,1,1,0,0,0,0,1,4,4,3,6,0,1,1,0,1,1,1,0,1,1,"C","C20",24,5
"yik2uckG","white",30,0,30,2,0,0,144,0,1,1,0,0,0,0,1,0,0,1,1,2,3,0,NA,0,0,0,0,0,0,0,0,1,3,"A","A00",2,24
"RWdh02Tr","black",30,0,30,2,2,200,-110,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,"C","C20",24,2
"E5MTyGbM","white",15,10,27,2,2,260,152,0,1,3,4,1,1,1,0,0,0,0,0,3,3,2,11,0,0,1,0,0,0,0,0,3,4,"D","D06",42,2
"x15iFQFl","black",15,10,26,2,1,106,26,1,1,3,0,0,0,0,0,0,0,0,0,2,4,3,6,0,1,1,0,1,1,1,0,2,4,"D","D06",42,3
"B4BGcXCE","white",15,10,23,2,0,1,26,1,1,3,0,0,0,0,0,0,0,0,1,2,3,3,0,0,0,0,0,0,0,0,0,2,3,"D","D06",42,3
"UHkTMz0v","white",15,10,22,2,0,1,120,0,1,3,9,0,1,1,0,0,0,0,0,1,4,2,9,0,1,1,0,0,0,0,0,1,4,"D","D06",42,1
"oJoAU7Fr","white",15,10,23,2,1,120,-21,1,1,3,10,0,1,1,0,0,0,0,0,0,4,3,9,0,1,1,0,0,0,0,0,0,3,"B","B20",1,42
"e8GExV58","white",15,10,34,2,0,45,-143,0,1,2,0,0,0,0,0,0,0,0,1,3,3,3,7,0,1,1,0,0,0,0,1,3,3,"A","A45",1,42
"UxOqo5zJ","white",15,10,20,2,2,262,-23,1,1,3,8,0,1,1,1,1,1,1,1,2,3,3,10,0,1,1,0,0,0,0,1,3,4,"D","D06",42,1
"yl6cXbA6","white",15,10,24,2,1,172,-45,1,1,3,8,0,1,1,0,0,0,0,1,1,3,3,11,0,0,1,0,0,0,0,1,1,3,"D","D06",42,2
"o6jtdb4p","white",15,10,22,2,1,157,45,1,1,3,8,0,1,1,2,1,1,1,1,2,2,3,10,0,1,1,0,0,0,0,1,2,2,"B","B57",2,42
"EH2BdLWN","black",15,10,32,2,2,241,-13,1,1,3,7,0,1,1,0,0,0,0,1,1,1,3,8,0,1,1,0,0,0,0,1,1,1,"D","D06",42,1
"BDRAVk0u","white",15,10,30,2,1,180,48,1,1,3,11,0,0,1,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,1,1,1,"D","D06",42,2
"X4HCivR7","black",15,10,28,2,1,154,-48,1,1,3,6,0,1,1,0,0,0,0,1,2,3,3,10,0,1,1,0,0,0,0,1,2,3,"B","B54",2,42
