"id","winner","base_time","add_time","total_time","game_class","opening_class","opening_eco_mod","rating_dif","same_elo_band_flag","same_elo_step_flag","white_elo_band","white_castle_turn_limited","white_castle_before_five","white_castle_before_ten","white_castle_before_fifteen","white_checks_limited_count","white_checks_before_five","white_checks_before_ten","white_checks_before_fifteen","white_loss_before_five","white_loss_before_ten","white_loss_before_fifteen","black_elo_band","black_castle_turn_limited","black_castle_before_five","black_castle_before_ten","black_castle_before_fifteen","black_checks_before_five","black_checks_before_ten","black_checks_before_fifteen","black_checks_limited_count","black_loss_before_five","black_loss_before_ten","black_loss_before_fifteen","player_as_white_fav_opening_class","player_as_white_fav_opening_eco","player_white_total_games_count","player_black_total_games_count"
"nnVJ3VGV","white",10,0,10,1,3,308,298,0,0,3,0,0,0,0,1,1,1,1,2,3,5,2,0,0,0,0,0,1,1,3,2,5,6,"D","D20",37,1
"UwEGTvux","black",10,0,10,1,3,300,48,0,1,4,10,0,1,1,1,0,0,1,1,2,3,3,0,0,0,0,0,0,0,0,1,2,3,"D","D20",37,1
"1mi4pfwv","white",10,0,10,1,3,306,468,0,0,4,0,0,0,0,0,0,0,0,1,2,4,1,12,0,0,1,0,0,0,0,1,3,6,"D","D20",37,1
"q5sOl72s","white",10,0,10,1,1,121,-163,0,1,3,10,0,1,1,0,0,0,0,2,3,5,4,10,0,1,1,0,0,0,0,1,2,4,"C","B21",7,37
"a7IX1QFr","white",10,0,10,1,3,320,-61,1,1,4,7,0,1,1,0,0,0,0,1,1,2,4,7,0,1,1,0,0,0,0,1,1,2,"D","D20",37,1
"XtBKGBff","white",10,0,10,1,3,300,-53,1,1,4,11,0,0,1,0,0,0,0,0,1,3,4,7,0,1,1,0,0,0,0,0,1,3,"D","D20",37,2
"5PYHXpvF","black",10,0,10,1,3,304,-139,1,1,4,13,0,0,1,0,0,0,0,0,1,3,4,7,0,1,1,0,0,0,0,0,1,3,"D","D20",37,1
"vdHgIwh6","black",10,0,10,1,1,128,35,0,1,4,5,1,1,1,0,0,0,0,0,2,5,3,7,0,1,1,0,0,0,0,0,2,3,"B","B28",2,37
"3p3V6POr","white",10,0,10,1,3,312,78,0,1,4,9,0,1,1,2,0,1,1,1,2,4,3,14,0,0,1,0,0,0,0,1,2,4,"D","D20",37,1
"N8b24Rn8","white",15,10,26,2,0,48,-87,0,1,3,10,0,1,1,0,0,0,0,0,0,1,4,8,0,1,1,0,0,0,0,0,0,1,"D","D20",37,1
"tc7uJ7wy","white",15,10,31,2,1,121,44,1,1,4,9,0,1,1,0,0,0,0,0,1,2,4,11,0,0,1,0,0,0,0,0,1,1,"B","B21",2,37
"WQLn8OYD","white",15,10,24,2,1,128,25,1,1,4,9,0,1,1,0,0,0,0,1,3,5,4,8,0,1,1,0,1,1,1,1,3,5,"B","B28",1,37
"HvgVmeCS","white",12,12,23,2,1,121,57,1,1,4,7,0,1,1,0,0,0,0,1,2,3,4,13,0,0,1,0,0,0,0,1,2,3,"B","B21",1,37
"lePxqwgD","black",15,10,26,2,3,355,-128,1,1,4,10,0,1,1,0,0,0,0,0,1,4,4,5,1,1,1,0,0,0,0,0,1,4,"D","D20",37,2
"D14rRdhl","black",15,10,28,2,2,201,-131,1,1,4,7,0,1,1,0,0,0,0,1,2,4,4,7,0,1,1,0,0,0,0,1,2,5,"D","D20",37,1
"G86sua0a","black",20,30,58,2,3,356,-166,0,1,4,12,0,0,1,0,0,0,0,0,3,4,5,6,0,1,1,0,0,0,0,0,2,4,"D","D20",37,1
"SuaSvICp","white",15,10,20,2,0,6,145,1,1,4,11,0,0,1,1,0,1,1,0,2,3,4,8,0,1,1,0,0,0,0,0,2,3,"A","A06",1,37
"qqbXj0zH","white",15,10,26,2,1,120,-6,1,1,4,11,0,0,1,0,0,0,0,1,3,4,4,12,0,0,1,0,0,0,0,0,2,3,"B","B20",1,37
"0i1eH7rb","white",15,0,15,2,2,235,250,0,0,4,0,0,0,0,1,0,1,1,1,3,6,3,0,0,0,0,1,1,1,2,0,2,6,"C","C35",1,17
"3jXLU6CK","black",15,0,15,2,3,306,238,0,0,3,8,0,1,1,0,0,0,0,1,3,5,2,9,0,1,1,0,0,1,1,0,3,4,"D","D20",17,1
"WYV2hSkg","white",15,0,15,2,3,355,64,1,1,3,NA,0,0,0,0,0,0,0,0,0,2,3,5,1,1,1,0,0,0,0,0,0,2,"D","D20",17,1
"xYroPBTn","black",15,0,15,2,2,250,-86,0,1,2,4,1,1,1,0,0,0,0,0,0,2,3,6,0,1,1,0,0,0,0,0,0,1,"C","C50",1,17
"YCR8znTQ","white",15,0,15,2,0,53,-19,1,1,3,12,0,0,1,1,0,0,1,0,1,2,3,9,0,1,1,0,0,0,0,0,0,3,"D","D20",17,1
"rG9IDZX4","black",15,0,15,2,2,246,-460,0,0,0,0,0,0,0,2,0,1,1,0,2,4,3,7,0,1,1,0,0,0,0,0,2,3,"C","C46",2,17
"Cbf1DV4y","white",15,0,15,2,2,279,-108,0,1,2,5,1,1,1,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,2,"C","C79",1,17
"mxEELz33","black",15,0,15,2,3,320,150,0,1,3,8,0,1,1,1,0,0,1,1,1,2,2,6,0,1,1,0,0,0,0,1,1,4,"D","D20",17,1
"YVzk5mDm","black",15,0,15,2,4,490,-200,0,0,3,9,0,1,1,0,0,0,0,0,1,2,4,5,1,1,1,0,0,0,0,0,1,2,"D","D20",17,2
"g7RhAqL1","white",15,0,15,2,2,245,186,0,1,4,0,0,0,0,3,0,1,1,1,4,5,3,0,0,0,0,0,0,0,0,1,4,6,"C","C45",2,17
"fP9EJmFz","white",15,0,15,2,3,353,181,0,1,3,NA,0,0,0,1,0,1,1,0,1,2,2,12,0,0,1,0,0,0,0,0,1,2,"D","D20",17,1
"jpSijd8h","white",15,0,15,2,3,302,-159,0,1,2,NA,0,0,0,0,0,0,0,0,1,3,3,8,0,1,1,0,0,1,2,0,1,4,"D","D02",1,17
"s5MPEUTA","black",15,0,15,2,3,351,-95,0,1,3,8,0,1,1,0,0,0,0,0,1,2,4,7,0,1,1,0,0,0,0,0,1,2,"D","D20",17,3
"RsuYz6yb","white",15,0,15,2,0,40,386,0,0,3,13,0,0,1,0,0,0,0,1,2,4,1,0,0,0,0,0,0,0,0,2,3,6,"D","D20",17,1
"VoCJWuYH","white",15,0,15,2,3,320,513,0,0,3,8,0,1,1,0,0,0,0,1,3,4,1,9,0,1,1,0,0,0,0,1,3,5,"D","D20",17,2
"uIFnZuzp","black",10,0,10,1,2,244,31,1,1,2,13,0,0,1,1,1,1,1,2,2,4,2,9,0,1,1,0,0,1,1,2,3,5,"C","C44",11,2
"5R4XkFpr","black",10,0,10,1,2,200,-31,1,1,2,NA,0,0,0,1,0,1,1,0,2,3,2,15,0,0,1,0,0,1,2,0,2,4,"C","C44",11,1
"T3ele42s","black",10,0,10,1,4,481,59,1,1,2,9,0,1,1,0,0,0,0,0,0,2,2,5,1,1,1,0,0,0,0,0,0,1,"E","E81",2,11
"7YC57ydp","white",10,0,10,1,2,244,406,0,0,2,0,0,0,0,0,0,0,0,1,2,3,0,10,0,1,1,1,1,1,2,0,2,5,"C","C44",11,1
"9qDsfrFp","black",10,0,10,1,2,245,-359,0,0,2,9,0,1,1,0,0,0,0,2,2,3,4,8,0,1,1,0,0,0,0,2,2,3,"C","C44",11,1
"rB8i6Dzx","white",10,0,10,1,1,107,160,0,1,3,6,0,1,1,0,0,0,0,0,0,1,2,9,0,1,1,0,0,0,0,0,0,1,"B","B07",1,11
"DDNH7sFe","black",10,0,10,1,1,107,-274,0,0,1,7,0,1,1,0,0,0,0,0,0,2,2,6,0,1,1,0,0,1,1,0,0,1,"B","B07",1,11
"dnygAxsD","black",10,0,10,1,3,300,1,1,1,3,7,0,1,1,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,1,2,"A","D00",11,13
"evgLWuZO","white",10,0,10,1,0,80,-1,1,1,3,0,0,0,0,0,0,0,0,1,2,3,3,6,0,1,1,1,1,1,4,0,2,4,"B","B00",13,11
"r4oWI0cP","black",10,0,10,1,2,233,1,1,1,3,8,0,1,1,0,0,0,0,1,2,3,3,0,0,0,0,0,0,0,0,0,1,2,"A","D00",11,13
"JKeJczLE","black",10,0,10,1,4,477,-1,1,1,3,10,0,1,1,0,0,0,0,0,1,3,3,5,1,1,1,0,0,1,1,0,1,3,"B","B00",13,11
"35KMeCFA","white",10,0,10,1,0,8,1,1,1,3,4,1,1,1,0,0,0,0,0,1,3,3,14,0,0,1,0,0,0,0,0,2,4,"A","D00",11,13
"05YWdks5","white",10,0,10,1,3,343,78,1,1,3,10,0,1,1,0,0,0,0,0,2,3,3,8,0,1,1,0,1,1,1,0,2,3,"B","B00",13,2
"eKF9cPiB","black",10,0,10,1,3,335,-78,1,1,3,9,0,1,1,0,0,0,0,0,2,3,3,8,0,1,1,0,0,0,0,0,1,3,"D","D35",2,13
"MRCjqKqM","black",10,0,10,1,1,100,-1,1,1,3,10,0,1,1,0,0,0,0,0,2,3,3,9,0,1,1,0,1,1,3,0,1,2,"B","B00",13,11
"58DgmER9","black",10,0,10,1,3,346,1,1,1,3,7,0,1,1,1,0,0,1,0,1,3,3,7,0,1,1,0,0,0,0,0,1,3,"A","D00",11,13
"8OJA6Sxo","white",10,0,10,1,1,101,7,1,1,2,7,0,1,1,2,0,1,1,1,1,2,2,0,0,0,0,0,0,0,0,1,1,3,"B","B01",1,4
"CMf4FoM6","white",10,0,10,1,1,100,-14,1,1,2,5,1,1,1,4,0,1,1,1,3,3,2,0,0,0,0,0,0,0,0,0,2,3,"B","B00",4,4
"KcuVX99S","black",10,0,10,1,1,101,-143,0,1,1,8,0,1,1,2,1,1,1,1,1,3,2,11,0,0,1,0,0,0,0,1,1,2,"B","B01",1,4
"6OCGOozM","black",15,1,16,2,2,225,-58,1,1,2,15,0,0,1,0,0,0,0,1,3,5,2,14,0,0,1,0,1,1,2,1,2,5,"C","C25",1,4
"ahVvm7tN","white",60,0,60,3,0,0,-251,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,14,0,0,1,1,1,1,1,0,1,1,"C","D06",23,1
"yD9GU53S","black",20,0,20,2,2,258,-251,0,0,1,0,0,0,0,2,0,1,1,0,2,4,2,0,0,0,0,0,0,1,1,1,2,4,"C","D06",23,1
"Awk1OiwG","white",10,0,10,1,2,202,-27,1,1,1,14,0,0,1,4,0,1,1,1,2,3,1,NA,0,0,0,0,0,0,0,1,3,6,"C","C02",2,23
"29YxdZwB","white",10,0,10,1,2,210,15,1,1,1,0,0,0,0,1,0,0,1,1,1,4,1,9,0,1,1,0,0,1,1,2,2,3,"C","C10",1,23
"WviyACec","black",10,0,10,1,3,306,-79,1,1,1,13,0,0,1,0,0,0,0,1,3,5,1,12,0,0,1,0,0,0,0,0,3,4,"C","D06",23,1
"shKIoJVf","black",10,4,14,1,1,101,-222,0,0,1,15,0,0,1,1,0,1,1,1,2,2,2,12,0,0,1,0,0,0,0,1,1,1,"C","D06",23,3
"UacusJUy","white",10,4,13,1,3,300,222,0,0,2,0,0,0,0,3,0,1,1,1,1,2,1,9,0,1,1,1,1,1,2,1,1,3,"D","D00",3,23
"CMQjBK2t","black",20,3,24,2,2,265,-222,0,0,1,5,1,1,1,0,0,0,0,0,2,2,2,12,0,0,1,0,0,0,0,0,1,1,"C","D06",23,1
"Qm05wkjA","white",10,0,10,1,3,320,222,0,0,2,0,0,0,0,1,0,0,1,2,5,6,1,10,0,1,1,0,1,1,3,0,3,5,"D","D20",1,23
"hptcHlRc","white",5,10,18,1,3,331,268,0,0,2,8,0,1,1,0,0,0,0,0,0,1,1,5,1,1,1,0,0,0,0,0,1,4,"D","D31",1,23
"qWuqEzBj","black",5,10,17,1,1,121,-333,0,0,1,8,0,1,1,0,0,0,0,1,2,5,3,7,0,1,1,0,0,0,0,1,2,4,"C","D06",23,1
"DFF81aIa","white",5,10,13,1,3,307,128,0,1,2,8,0,1,1,1,0,0,1,1,2,4,1,0,0,0,0,0,0,0,0,0,1,4,"D","D07",2,23
"eTrClrW9","white",10,5,13,1,1,121,113,0,1,2,9,0,1,1,1,0,0,1,0,1,2,1,6,0,1,1,0,0,0,0,0,1,2,"B","B21",1,23
"6nvIsPDV","white",15,10,30,2,0,4,141,1,1,1,0,0,0,0,2,0,1,1,0,3,5,1,0,0,0,0,0,0,0,0,0,3,4,"A","A04",39,1
"AiJsCNT3","white",25,2,27,2,1,100,23,0,1,2,12,0,0,1,1,0,1,1,0,1,1,1,NA,0,0,0,0,0,1,1,0,1,1,"B","B00",1,39
"LmprBKz4","black",10,2,12,1,0,4,-76,0,1,1,14,0,0,1,1,0,0,1,0,1,1,2,NA,0,0,0,0,1,1,1,0,1,2,"A","A04",39,1
"r9ejdbjs","black",15,10,27,2,0,10,-110,1,1,1,NA,0,0,0,0,0,0,0,0,1,4,1,9,0,1,1,0,0,1,1,0,1,3,"A","A10",1,39
"2Sm5QnMm","white",15,10,27,2,1,100,130,0,1,2,0,0,0,0,1,0,0,1,0,4,4,1,0,0,0,0,0,0,0,0,0,3,4,"B","B00",1,39
"LLrbrute","black",15,10,22,2,0,6,-219,0,0,1,0,0,0,0,2,0,0,1,1,3,5,3,0,0,0,0,0,0,0,0,1,3,6,"A","A04",39,2
"ISYujqq4","black",15,10,27,2,0,40,-98,1,1,1,13,0,0,1,0,0,0,0,1,4,5,1,14,0,0,1,0,0,0,0,1,2,4,"A","A40",1,39
"eXZgZgwi","white",10,0,10,1,0,6,-75,0,1,1,6,0,1,1,0,0,0,0,1,1,3,2,NA,0,0,0,0,0,0,0,1,1,3,"A","A04",39,2
"9E1SgFZK","white",15,10,23,2,0,4,-76,0,1,1,10,0,1,1,0,0,0,0,0,0,3,2,7,0,1,1,0,0,1,1,0,0,4,"A","A04",39,1
"UgQZzgHg","white",15,10,27,2,0,4,372,0,0,1,NA,0,0,0,1,0,0,1,0,3,4,0,NA,0,0,0,0,1,1,3,0,2,3,"A","A04",39,1
"aan0lCgE","white",15,0,15,2,0,40,37,0,1,2,NA,0,0,0,0,0,0,0,0,1,2,1,8,0,1,1,0,0,0,0,0,0,2,"A","A40",1,39
"EG0ljdQk","white",15,0,15,2,1,100,231,0,0,3,6,0,1,1,0,0,0,0,1,2,3,1,11,0,0,1,0,0,0,0,0,0,1,"B","B00",1,39
"jtJwv4Nf","black",15,0,15,2,0,4,-235,0,0,1,6,0,1,1,0,0,0,0,0,1,2,3,7,0,1,1,0,0,1,1,0,1,2,"A","A04",39,1
"hbqcztwk","white",10,0,10,1,1,100,-82,1,1,1,5,1,1,1,2,0,0,1,0,2,5,1,0,0,0,0,0,0,0,0,0,1,3,"B","B00",2,39
"7O6Uuh0i","white",20,0,20,2,0,4,28,1,1,1,9,0,1,1,0,0,0,0,0,0,2,1,4,1,1,1,0,0,0,0,0,0,3,"A","A04",39,1
"ZhXMXZu8","black",20,0,20,2,0,6,51,1,1,1,NA,0,0,0,0,0,0,0,1,1,4,1,8,0,1,1,0,0,1,1,1,2,3,"A","A04",39,1
"nvw8PP4G","black",20,0,20,2,1,100,275,0,0,3,14,0,0,1,2,0,1,1,1,1,4,1,10,0,1,1,0,0,0,0,0,1,3,"B","B00",1,39
"tiHGrDbt","white",15,10,28,2,0,4,68,1,1,1,15,0,0,1,1,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,1,3,3,"A","A04",39,1
"3HObSO6y","black",5,8,13,1,1,100,-34,1,1,1,NA,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,4,"B","B00",1,39
"9tDl0wdJ","white",10,5,14,1,0,6,-66,0,1,1,7,0,1,1,2,1,1,1,0,2,4,2,0,0,0,0,0,0,0,0,0,2,3,"A","A04",39,2
"FoFbRDek","black",8,0,8,1,0,4,-37,0,1,1,14,0,0,1,0,0,0,0,0,0,2,2,11,0,0,1,0,0,0,0,0,2,3,"A","A04",39,1
"yEmVT4Ff","white",15,10,26,2,0,0,166,0,1,2,5,1,1,1,0,0,0,0,0,1,2,1,8,0,1,1,0,0,0,0,0,1,2,"A","A00",1,39
"I9DynYXT","black",15,10,22,2,1,100,-44,1,1,1,15,0,0,1,0,0,0,0,1,2,4,1,10,0,1,1,0,1,1,1,0,1,2,"B","B00",3,39
"5KirX4DB","black",15,10,24,2,1,100,100,0,1,2,NA,0,0,0,0,0,0,0,0,1,3,1,8,0,1,1,0,0,0,0,0,1,2,"B","B00",1,39
"iih0VufD","white",15,10,32,2,0,4,-12,0,1,1,8,0,1,1,0,0,0,0,0,1,3,2,8,0,1,1,0,0,0,0,0,1,2,"A","A04",39,1
"6fzgRCRH","black",15,10,22,2,0,0,42,0,1,2,9,0,1,1,0,0,0,0,0,1,4,1,7,0,1,1,0,0,0,0,0,1,2,"A","A00",1,39
"9BpmSP7f","black",10,10,18,1,3,301,29,1,1,2,10,0,1,1,0,0,0,0,0,2,2,2,9,0,1,1,0,0,0,0,0,2,3,"C","C00",27,1
"jIkYW7nv","black",15,0,15,2,2,250,-141,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,9,0,1,1,0,0,0,0,0,0,3,"C","C50",1,27
"8KofQQqK","black",15,5,22,2,2,244,28,1,1,2,12,0,0,1,0,0,0,0,2,4,6,2,10,0,1,1,0,0,1,1,1,3,5,"C","C00",27,1
"Tl8phAtz","black",16,2,17,2,2,250,-58,1,1,2,5,1,1,1,1,0,0,1,0,4,7,2,0,0,0,0,0,0,1,1,0,3,5,"C","C50",1,27
"POvbD2t8","black",16,2,18,2,1,101,136,1,1,2,14,0,0,1,1,0,1,1,1,2,3,2,0,0,0,0,1,1,1,1,1,2,2,"C","C00",27,1
"3G1C8IEN","white",14,0,14,2,1,140,152,0,1,2,14,0,0,1,0,0,0,0,0,0,2,1,7,0,1,1,0,0,0,0,0,0,1,"C","C00",27,1
"J2jh2xgs","black",15,2,17,2,2,230,-18,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2,11,0,0,1,0,0,0,0,0,0,2,"C","C30",1,27
"ktXtvroH","black",20,5,24,2,2,220,-10,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2,6,0,1,1,0,0,0,0,0,0,1,"C","C20",2,27
"MrDIDa1I","black",10,0,10,1,2,246,40,1,1,2,5,1,1,1,2,0,1,1,0,2,3,2,0,0,0,0,0,0,0,0,0,2,2,"C","C46",1,27
"zuLspihP","black",10,0,10,1,0,20,-2,1,1,2,0,0,0,0,0,0,0,0,0,1,4,2,10,0,1,1,0,0,1,1,0,1,4,"A","A20",1,27
"cklM9vsS","white",90,0,90,3,1,140,106,0,1,2,10,0,1,1,0,0,0,0,1,1,4,1,10,0,1,1,0,0,0,0,1,1,3,"C","C00",27,1
"5Du9cDLG","black",20,0,20,2,2,250,-81,0,1,1,4,1,1,1,1,0,1,1,0,2,4,2,0,0,0,0,0,0,0,0,0,2,4,"C","C50",2,27
"ZodEE54s","black",8,0,8,1,2,240,265,0,0,2,9,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,"C","C00",27,1
"YlviywCr","black",15,0,15,2,0,0,-229,0,0,1,0,0,0,0,3,1,1,1,2,4,5,2,7,0,1,1,1,1,1,2,2,3,6,"A","A00",1,27
"O0AFRQl3","black",15,0,15,2,2,241,-22,1,1,2,9,0,1,1,0,0,0,0,1,1,3,2,8,0,1,1,0,0,0,0,1,2,3,"C","C41",1,27
"7JODKwpW","black",10,0,10,1,2,200,13,1,1,2,0,0,0,0,0,0,0,0,1,2,6,2,0,0,0,0,0,1,1,2,1,2,4,"C","C00",27,1
"59jEYrdF","white",10,0,10,1,1,101,7,1,1,2,14,0,0,1,5,0,1,1,1,3,3,2,0,0,0,0,1,1,1,1,1,3,5,"C","C00",27,1
"663gBw0G","black",10,0,10,1,2,250,-25,1,1,2,0,0,0,0,0,0,0,0,0,1,3,2,14,0,0,1,0,0,0,0,0,1,3,"C","C50",1,27
"HmNHomrz","white",10,0,10,1,4,451,311,0,0,5,7,0,1,1,0,0,0,0,0,2,2,4,5,1,1,1,0,0,0,0,0,1,2,"C","E51",24,1
"9D1T4bWE","black",5,8,10,1,0,33,-266,0,0,4,NA,0,0,0,0,0,0,0,1,3,5,5,8,0,1,1,0,1,1,1,1,3,5,"A","A33",1,24
"anIP5eUt","black",15,10,21,2,2,221,-394,0,0,3,12,0,0,1,0,0,0,0,3,4,4,5,12,0,0,1,1,1,1,1,1,3,3,"C","C21",3,24
"Wrt6jojA","white",15,10,24,2,3,312,394,0,0,5,7,0,1,1,0,0,0,0,0,2,3,3,NA,0,0,0,0,0,0,0,0,1,3,"C","E51",24,3
"1sR7lupq","black",15,10,23,2,2,200,-394,0,0,3,7,0,1,1,0,0,0,0,1,1,3,5,6,0,1,1,0,0,1,1,1,1,2,"C","C21",3,24
"PGeCWgTi","white",15,0,15,2,2,255,-48,1,1,5,5,1,1,1,0,0,0,0,0,0,3,5,6,0,1,1,0,0,0,0,0,0,2,"C","C55",1,24
"xM0SwD6A","white",30,30,58,2,2,260,329,0,0,5,4,1,1,1,0,0,0,0,0,1,1,4,8,0,1,1,0,0,0,0,0,1,1,"C","E51",24,1
"W561gAQt","black",10,3,13,1,3,302,-120,1,1,5,0,0,0,0,1,0,0,1,1,2,3,5,0,0,0,0,0,0,1,1,1,3,3,"D","D02",2,24
"rcGHsqiZ","white",10,3,13,1,2,200,58,1,1,5,7,0,1,1,1,0,0,1,1,1,3,5,6,0,1,1,0,0,0,0,1,1,3,"C","E51",24,2
"XTbDYIsh","white",10,0,10,1,3,380,-11,1,1,5,0,0,0,0,0,0,0,0,1,1,3,5,8,0,1,1,0,0,0,0,0,1,3,"C","E51",24,1
"ehSxjqh7","white",5,5,9,1,0,29,-238,0,0,4,8,0,1,1,0,0,0,0,1,1,2,5,8,0,1,1,0,0,0,0,1,1,2,"A","A29",3,24
"pL5yByJS","black",5,5,8,1,0,29,-20,1,1,4,6,0,1,1,0,0,0,0,0,0,1,4,7,0,1,1,0,0,0,0,0,0,1,"A","A29",3,24
"FhG1DfE8","black",4,10,13,1,3,335,361,0,0,4,0,0,0,0,1,0,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,1,3,"D","D35",1,24
"9PsgU4mF","white",6,4,14,1,2,242,-619,0,0,2,7,0,1,1,0,0,0,0,1,3,4,5,11,0,0,1,0,0,0,0,1,2,4,"C","E51",24,2
"CxQlxMX2","black",6,4,15,1,2,267,619,0,0,5,4,1,1,1,0,0,0,0,1,2,2,2,10,0,1,1,0,0,0,0,0,2,2,"C","C67",2,24
"huni6KH2","white",12,13,21,2,0,40,219,0,0,2,0,0,0,0,2,0,1,1,1,3,5,1,0,0,0,0,0,0,1,1,1,4,7,"C","E51",24,3
"vPTBPfXV","black",5,8,16,1,2,257,8,1,1,3,8,0,1,1,3,0,1,1,1,2,4,3,0,0,0,0,0,0,1,1,1,5,6,"C","C57",2,9
"mBbduFCP","white",15,4,18,2,3,310,0,1,1,3,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,2,2,"D","D10",3,9
"gJtWMzf6","black",10,3,13,1,3,300,-89,1,1,3,NA,0,0,0,0,0,0,0,1,1,4,3,9,0,1,1,1,1,1,2,0,1,5,"D","D00",9,1
"AilAal8m","white",11,8,17,2,2,245,3,1,1,3,14,0,0,1,0,0,0,0,2,2,2,3,9,0,1,1,0,0,1,1,2,2,2,"C","C45",1,9
"cIKROV2q","black",8,8,23,1,1,120,27,1,1,3,9,0,1,1,0,0,0,0,0,0,1,3,7,0,1,1,0,0,0,0,0,0,1,"B","B20",3,9
"sY5VsCgM","white",10,5,24,1,3,300,-2,1,1,3,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1,4,"D","D00",9,1
"CJDScaHY","white",15,0,15,2,3,300,-70,1,1,3,NA,0,0,0,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,2,"D","D00",9,1
"RPB3NMuq","black",15,3,21,2,2,252,-31,0,1,2,6,0,1,1,0,0,0,0,1,1,1,3,7,0,1,1,0,0,0,0,0,0,0,"C","C52",1,9
"rbqIjxC3","white",5,5,11,1,2,280,96,0,1,6,6,0,1,1,1,0,0,1,1,3,5,5,NA,0,0,0,0,0,0,0,0,2,4,"C","C80",2,21
"RNtakCGG","black",25,0,25,2,2,268,-56,1,1,5,0,0,0,0,0,0,0,0,1,3,5,5,0,0,0,0,0,1,1,2,2,4,5,"C","C68",1,21
"x7v6O3Gr","black",7,5,13,1,0,0,-839,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,8,0,1,1,0,0,0,0,0,0,1,"A","A00",1,21
"Wm3MSKi8","black",10,0,10,1,2,247,248,0,0,5,7,0,1,1,1,0,0,1,1,3,4,4,9,0,1,1,0,0,0,0,1,2,5,"C","C47",21,1
"01PN8FTL","white",20,5,23,2,2,240,901,0,0,5,NA,0,0,0,0,0,0,0,0,0,2,1,6,0,1,1,0,0,0,0,2,2,4,"C","C47",21,1
"iaFLa7m1","white",20,5,28,2,2,259,-467,0,0,3,0,0,0,0,1,0,1,1,0,1,1,5,14,0,0,1,0,0,0,0,1,2,2,"C","C59",4,21
"W15zgXKL","black",6,10,24,1,2,277,-117,1,1,5,9,0,1,1,0,0,0,0,0,0,3,5,9,0,1,1,0,0,0,0,0,0,3,"C","C77",1,21
"9ZvjjkEY","white",15,3,17,2,2,266,281,0,0,5,4,1,1,1,0,0,0,0,0,2,2,4,12,0,0,1,0,0,0,0,0,2,2,"C","C47",21,1
"MRLrOIzm","white",20,0,20,2,2,264,1001,0,0,5,12,0,0,1,1,0,1,1,1,3,3,0,11,0,0,1,0,0,0,0,0,4,4,"C","C47",21,1
"z1Fnjvtf","white",15,15,25,2,2,278,79,1,1,5,5,1,1,1,1,0,1,1,0,2,3,5,11,0,0,1,0,0,0,0,0,2,3,"C","C47",21,3
"UCyQZaWw","black",15,15,27,2,2,253,-79,1,1,5,4,1,1,1,0,0,0,0,1,3,5,5,14,0,0,1,0,0,0,0,0,2,5,"C","C53",3,21
"JoOSJcPy","white",10,0,10,1,1,101,-76,0,1,5,9,0,1,1,1,0,1,1,1,2,2,6,11,0,0,1,0,0,0,0,1,2,2,"C","C47",21,2
"zyIvhtD4","black",15,8,19,2,2,245,-453,0,0,3,0,0,0,0,0,0,0,0,1,2,4,5,9,0,1,1,0,1,1,1,0,1,2,"C","C45",1,21
"YGFygIlR","black",60,4,64,3,2,245,-69,1,1,5,9,0,1,1,0,0,0,0,1,3,4,5,12,0,0,1,0,0,0,0,2,2,3,"C","C45",1,21
"e9FR6HTd","black",15,5,22,2,2,255,13,1,1,4,6,0,1,1,0,0,0,0,1,3,6,4,13,0,0,1,0,0,0,0,1,2,5,"C","C55",1,21
"FXEbd5EQ","white",15,10,20,2,2,210,-244,0,0,3,7,0,1,1,1,0,0,1,1,2,4,5,0,0,0,0,0,0,0,0,1,2,4,"C","C47",21,1
"znPLzDCe","white",10,30,36,1,2,241,181,0,1,2,10,0,1,1,1,0,0,1,0,1,3,1,NA,0,0,0,0,0,0,0,0,2,4,"C","C47",21,1
"dv6u1cQv","white",25,0,25,2,1,107,587,0,0,3,NA,0,0,0,0,0,0,0,0,2,3,0,NA,0,0,0,0,0,0,0,0,2,3,"B","B07",1,9
"LC3to45n","white",30,10,37,2,0,4,182,0,1,1,10,0,1,1,0,0,0,0,1,3,4,0,10,0,1,1,1,1,1,2,0,1,3,"A","A04",2,9
"6Iob1Y3v","black",10,0,10,1,0,0,-65,0,1,0,0,0,0,0,0,0,0,0,0,3,5,1,NA,0,0,0,0,1,1,3,0,1,1,"A","A00",9,2
